Full name:,Date of birth:,Place of birth:,Age:,Height:,Citizenship:,Position:,Foot:,Player agent:,                            Current club:                        ,Joined:,Contract expires:,Date of last contract extension:,Outfitter:,Social-Media:,Market Value,Name in home country:,Contract option:,On loan from:,Contract there expires:,2nd club:,3nd club:
Nathan Ferguson,"Oct 6, 2000 ",Birmingham   ,21,"1,84 m",  England  Jamaica                            ,                            Defender - Centre-Back                        ,right,,Crystal Palace ,"                                Jul 27, 2020                            ","Jun 30, 2023",,Puma,"['http://twitter.com/Nathan6Ferguson', 'http://www.instagram.com/nath.ferguson/']",                $2.75m                ,Nathan Kirk-Patrick Ferguson,,,,,
James Tomkins,"Mar 29, 1989 ",Basildon   ,33,"1,92 m",  England                            ,                            Defender - Centre-Back                        ,right,,Crystal Palace ,"                                Jul 5, 2016                            ","Jun 30, 2023","Jun 8, 2022",adidas,"['http://twitter.com/TomkinsOfficial', 'http://www.instagram.com/TomkinsOfficial/']",                $1.65m                ,James Oliver Charles Tomkins,,,,,
Tyrick Mitchell,"Sep 1, 1999 ",London   ,22,"1,75 m",  England  Jamaica                            ,                            Defender - Left-Back                        ,left,Unique Sports Group ,Crystal Palace ,"                                Jul 1, 2020                            ","Jun 30, 2025","Apr 13, 2021",,['http://www.instagram.com/tmitch.27/'],                $27.50m                ,,,,,,
Joel Ward,"Oct 29, 1989 ",Emsworth   ,32,"1,86 m",  England                            ,                            Defender - Right-Back                        ,right,Avid Sports Group ,Crystal Palace ,"                                Jul 1, 2012                            ","Jun 30, 2023","Jul 15, 2021",,"['http://twitter.com/JoelWard2', 'http://www.instagram.com/joelward2/']",                $2.20m                ,Joel Edward Philip Ward,,,,,
Nathaniel Clyne,"Apr 5, 1991 ",London   ,31,"1,75 m",  England  Grenada                            ,                            Defender - Right-Back                        ,right,,Crystal Palace ,"                                Oct 14, 2020                            ","Jun 30, 2023","Jun 8, 2022",,"['http://twitter.com/Nathaniel_Clyne', 'http://www.facebook.com/nathanielclyne2/?fref=ts', 'http://www.instagram.com/nathaniel_clyne/']",                $2.20m                ,Nathaniel Edwin Clyne,,,,,
Cheick Doucoure,"Jan 8, 2000 ",Bamako   ,22,"1,80 m",  Mali                            ,                            midfield - Defensive Midfield                        ,right,BLACKSKILL ,Crystal Palace ,"                                Jul 11, 2022                            ","Jun 30, 2027",,,['http://www.instagram.com/cheick.doucoure20/'],                $16.50m                ,Cheick Oumar Doucouré,,,,,
Jairo Riedewald,"Sep 9, 1996 ",Haarlem   ,25,"1,82 m",  Netherlands  Suriname                            ,                            midfield - Defensive Midfield                        ,left,SEG ,Crystal Palace ,"                                Jul 24, 2017                            ","Jun 30, 2024","Feb 3, 2021",adidas,['http://www.instagram.com/jriedewald/'],                $5.50m                ,Jaïro Jocquim Riedewald,,,,,
Luka Milivojevic,"Apr 7, 1991 ",Kragujevac   ,31,"1,86 m",  Serbia                            ,                            midfield - Defensive Midfield                        ,right,Relatives ,Crystal Palace ,"                                Jan 31, 2017                            ","Jun 30, 2023","Aug 9, 2019",,"['http://twitter.com/MilivojevicL04', 'http://www.facebook.com/LukaMilivojevicOfficialPage', 'http://www.instagram.com/luka_milivojevic05/']",                $4.40m                ,Лукa Mиливojeвић,,,,,
Will Hughes,"Apr 17, 1995 ",Weybridge   ,27,"1,85 m",  England                            ,                            midfield - Central Midfield                        ,left,Two Touch Agency ,Crystal Palace ,"                                Aug 28, 2021                            ","Jun 30, 2024",,Nike,['http://twitter.com/wjhughes19'],                $6.60m                ,William James Hughes,,,,,
James Mcarthur,"Oct 7, 1987 ",Glasgow   ,34,"1,78 m",  Scotland                            ,                            midfield - Central Midfield                        ,both,StormSportsX ,Crystal Palace ,"                                Sep 1, 2014                            ","Jun 30, 2023","Jun 8, 2022",,['http://twitter.com/jamesmcarthur16'],                $1.32m                ,,,,,,
Michael Olise,"Dec 12, 2001 ",London   ,20,"1,84 m",  France  England                            ,                            midfield - Right Midfield                        ,left,,Crystal Palace ,"                                Jul 8, 2021                            ","Jun 30, 2026",,Nike,['http://www.instagram.com/m.olise/'],                $24.20m                ,Michael Akpovie Olise,,,,,
Jeffrey Schlupp,"Dec 23, 1992 ",Hamburg   ,29,"1,78 m",  Ghana  Germany                            ,                            midfield - Left Midfield                        ,left,Unique Sports Group ,Crystal Palace ,"                                Jan 13, 2017                            ","Jun 30, 2023",,adidas,"['http://twitter.com/Jeffrey_Schlupp', 'http://www.instagram.com/jeffreyschlupp/']",                $8.80m                ,,club option 1 year,,,,
Eberechi Eze,"Jun 29, 1998 ",London   ,24,"1,78 m",  England  Nigeria                            ,                            midfield - Attacking Midfield                        ,right,CAA Base Ltd ,Crystal Palace ,"                                Aug 28, 2020                            ","Jun 30, 2025",,New Balance,"['http://twitter.com/EbereEze10', 'http://www.instagram.com/ebere10/']",                $24.20m                ,Eberechi Oluchi Eze,,,,,
Wilfried Zaha,"Nov 10, 1992 ",Abidjan   ,29,"1,80 m",  Cote d'Ivoire  England                            ,                            attack - Left Winger                        ,right,CAA Base Ltd ,Crystal Palace ,"                                Feb 2, 2015                            ","Jun 30, 2023","Aug 15, 2018",,"['http://twitter.com/wilfriedzaha', 'http://www.facebook.com/Wilfriedzaha', 'http://www.instagram.com/wilfriedzaha/']",                $41.80m                ,Dazet Wilfried Armel Zaha,,,,,
Malcolm Ebiowei,"Sep 4, 2003 ",,18,"1,85 m",  England  Netherlands                            ,                            attack - Right Winger                        ,left,Elite Project Group Ltd ,Crystal Palace ,"                                Jul 1, 2022                            ","Jun 30, 2027",,adidas,['http://www.instagram.com/malcolmebiowei10/'],                $1.10m                ,Malcolm Perewari Ebiowei,,,,,
Odsonne Edouard,"Jan 16, 1998 ",Kourou   ,24,"1,87 m",  France  French Guiana                            ,                            attack - Centre-Forward                        ,right,ICM Stellar Sports ,Crystal Palace ,"                                Aug 31, 2021                            ","Jun 30, 2025",,,"['http://twitter.com/Oedouard22', 'http://instagram.com/o.edouard_18/']",                $18.70m                ,Odsonne Édouard,,,,,
Jean Philippe Mateta,"Jun 28, 1997 ",Sevran   ,25,"1,92 m",  France  DR Congo                            ,                            attack - Centre-Forward                        ,right,Paul Latouche ,Crystal Palace ,"                                Jan 31, 2022                            ","Jun 30, 2026",,,['http://www.instagram.com/iammateta/'],                $11.00m                ,,,,,,
Jordan Ayew,"Sep 11, 1991 ",Marseille   ,30,"1,82 m",  Ghana  France                            ,                            attack - Centre-Forward                        ,right,Wasserman ,Crystal Palace ,"                                Jul 25, 2019                            ","Jun 30, 2023","Jun 8, 2022",,"['http://twitter.com/jordan_ayew9', 'http://www.instagram.com/jordanayew9/']",                $6.60m                ,Jordan Pierre Ayew,,,,,
Luke Plange,"Nov 4, 2002 ",Kingston upon Thames   ,19,"1,78 m",  England                            ,                            attack - Centre-Forward                        ,left,,Crystal Palace ,"                                Jan 31, 2022                            ","Jun 30, 2025",,,,                $880Th.                ,Luke Elliot Plange,,,,,
Bernd Leno,"Mar 4, 1992 ",Bietigheim-Bissingen   ,30,"1,90 m",  Germany                            ,                            Goalkeeper                        ,right,fair-sport GmbH ,Fulham FC ,"                                Aug 2, 2022                            ","Jun 30, 2025",,Puma,"['http://twitter.com/Bernd_Leno', 'http://www.facebook.com/bernd.leno.official', 'http://instagram.com/berndleno1/', 'http://www.bernd-leno.de/de/home.html']",                $9.90m                ,,club option 1 year,,,,
Marek Rodak,"Dec 13, 1996 ",Košice   ,25,"1,94 m",  Slovakia                            ,                            Goalkeeper                        ,right,Stars & Friends ,Fulham FC ,"                                Jul 1, 2019                            ","Jun 30, 2024","May 15, 2020",,['http://www.instagram.com/rody.1/'],                $5.50m                ,Marek Rodák,club option 1 year,,,,
Paulo Gazzaniga,"Jan 2, 1992 ",Murphy   ,30,"1,96 m",  Argentina  Italy                            ,                            Goalkeeper                        ,right,LGT Football ,Fulham FC ,"                                Jul 24, 2021                            ","Jun 30, 2023",,adidas,"['http://twitter.com/GazzanigaPaulo', 'http://www.facebook.com/gazzanigapaulo/', 'http://www.instagram.com/gazzanigapaulo/']",                $2.20m                ,Paulo Dino Gazzaniga Farias,,,,,
